Token	Corpus	Time	Text	Genre	Type	Whole_Genitive	Possessor	Possessum	Possessor_Length	Possessum_Length
ba13.0003.03	Brown	1960	A13	Press	s	the Grizzlies' winning streak	the Grizzlies'	winning streak	2	2
ba13.0014.01	Brown	1960	A13	Press	s	Gaines' infielder roller	Gaines'	infield roller	1	2
ba13.0018.01	Brown	1960	A13	Press	s	Alusik's grounder in the hole	Alusik's	grounder in the hole	1	4
ba13.0019.02	Brown	1960	A13	Press	s	the Tribe's eight hits	the Tribe's	eight hits	2	2
ba13.0020.01	Brown	1960	A13	Press	s	the season's first night game	the season's	first night game	2	3
ba13.0027.01	Brown	1960	A13	Press	s	Billy Gardner's line double	Billy Gardner's	line double	2	2
ba13.0030.01	Brown	1960	A13	Press	s	Gardner's second run batted in of the game	Gardner's	second run batted in of the game	1	7
ba13.0032.01	Brown	1960	A13	Press	s	Lenny Green's double to left	Lenny Green's	double to left	2	3
ba13.0034.01	Brown	1960	A13	Press	s	Jim Landis' 380-foot home run over left in the first inning	Jim Landis'	380-foot home run over left in the first inning	2	8
ba13.0035.01	Brown	1960	A13	Press	s	Al Smith's 340-blast over left in the fourth-	Al Smith's	340-blast over left in the fourth	2	6
ba13.0036.01	Brown	1960	A13	Press	s	Allison's run-scoring 2-baser	Allison's	run-scoring 2-baser	1	2
ba13.0036.02	Brown	1960	A13	Press	s	Gardner's solid single to center	Gardner's	solid single to center	1	4
ba13.0045.01	Brown	1960	A13	Press	of	Sports Writer Ensign Ritchie of the Ogden Standard Examiner	the Ogden Standard Examiner	Sports Writer Ensign Ritchie	4	4
ba13.0060.02	Brown	1960	A13	Press	s	the Giants' Willie Mays	the Giants'	Willie Mays	2	2
ba13.0062.01	Brown	1960	A13	Press	s	the elderly Spahn's hitless pitching	the elderly Spahn's	hitless pitching	3	2
ba13.0072.02	Brown	1960	A13	Press	s	Brooklyn's Ebbetts Field	Brooklyn's	Ebbetts Field	1	2
ba13.0073.01	Brown	1960	A13	Press	of	Ed Delahanty and Chuck Klein of the Phillies	the Phillies	Ed Delahanty and Chuck Klein	2	5
ba13.0073.02	Brown	1960	A13	Press	s	the Braves' Joe Adcock	the Braves'	Joe Adcock	2	2
ba13.0073.03	Brown	1960	A13	Press	of	Lou Gehrig of the Yankees	the Yankees	Lou Gehrig	2	2
ba13.0073.04	Brown	1960	A13	Press	of	Pat Seerey of the White Sox	the White Sox	Pat Seerey	3	2
ba13.0074.02	Brown	1960	A13	Press	of	the relative merits of Mays and Mickey Mantle	Mays and Mickey Mantle	the relative merits	4	3
ba13.0079.01	Brown	1960	A13	Press	s	Willie's lifetime batting average of .318	Willie's	lifetime batting average of .318	1	5
ba13.0082.01	Brown	1960	A13	Press	s	Mays' four home runs	Mays'	four home runs	1	3
ba13.0083.03	Brown	1960	A13	Press	s	the game's top rulers	the game's	top rulers	2	2
ba13.0090.01	Brown	1960	A13	Press	s	Howsam's request that the video not be terminated before the end of the game	Howsam's	request that the video not be terminated before the end of the game	1	8
ba13.0090.02	Brown	1960	A13	Press	of	the end of the game	the game	the end	2	2
ba13.0097.01	Brown	1960	A13	Press	of	the corner of the bleachers in right center	the bleachers in right center	the corner	5	2
ba13.0101.01	Brown	1960	A13	Press	of	the boy-manager of Washington	Washington	the boy-manager	1	2
ba13.0101.02	Brown	1960	A13	Press	of	Eddie Dyer of the St. Louis Cardinals	the St. Louis Cardinals	Eddie Dyer	4	2
ba14.0003.01	Brown	1960	A14	Press	of	the end of last season	last season	the end	2	2
ba14.0022.01	Brown	1960	A14	Press	of	the reception room of Mayor Richardson Dilworth	Mayor Richardson Dilworth	the reception room	3	3
ba14.0025.01	Brown	1960	A14	Press	of	the chairman of Mayor Wagner's Baseball Committee	Mayor Wagner's Baseball Committee	the chairman	4	2
ba14.0025.02	Brown	1960	A14	Press	s	Mayor Wagner's Baseball Committee	Mayor Wagner's	Baseball Committee	2	2
ba14.0025.03	Brown	1960	A14	Press	of	the southpaw pitching ace of the Milwaukee Braves;	the Milwaukee Braves	the southpaw pitching ace	3	4
ba14.0025.04	Brown	1960	A14	Press	of	the World Series hero of the Pittsburgh Pirates	the Pittsburgh Pirates	the World Series hero	3	4
ba14.0025.05	Brown	1960	A14	Press	of	the former manager of the Yankees	the Yankees	the former manager	2	3
ba14.0029.01	Brown	1960	A14	Press	s	the chapter's player of the year	the chapter's	player of the year	2	4
ba14.0034.01	Brown	1960	A14	Press	of	The departure of the Giants and the Dodgers	the Giants and the Dodgers	The departure	5	2
ba14.0047.01	Brown	1960	A14	Press	s	Ted Collins' old Boston Yankees	Ted Collins'	old Boston Yankees	2	3
ba14.0048.01	Brown	1960	A14	Press	of	the office of the Yankees and the local National Leaguers	the Yankees and the local National Leaguers	the office	7	2
ba14.0049.02	Brown	1960	A14	Press	s	the American League's most-valuable-player award	the American League's	most-valuable-player award	3	2
ba14.0051.01	Brown	1960	A14	Press	of	the national awards dinner of the Metropolitan Golf Writers Association	the Metropolitan Golf Writers Association	the national awards dinner	5	4
ba14.0058.01	Brown	1960	A14	Press	s	Golf's golden boy	Golf's	golden boy	1	2
ba14.0064.01	Brown	1960	A14	Press	of	the hands of thousands of brooding incompetents who were meditating the abandonment of a sport whose frustrations were driving them to despair	thousands of brooding incompetents who were meditating the abandonment of a sport whose frustrations were driving them to despair	the hands	8	2
ba14.0068.02	Brown	1960	A14	Press	of	the last hole of the opening round of the Los Angeles open	the opening round of the Los Angeles open	the last hole	8	3
ba14.0068.03	Brown	1960	A14	Press	of	the opening round of the Los Angeles open	the Los Angeles open	the opening round	4	3
ba14.0079.01	Brown	1960	A14	Press	of	the standpoint of the army of duffers	the army of duffers	the standpoint	4	2
ba14.0080.01	Brown	1960	A14	Press	of	The idol of the hackers	the hackers	The idol	2	2
ba14.0092.02	Brown	1960	A14	Press	of	the right side of the fairway	the fairway	the right side	2	3
ba14.0095.01	Brown	1960	A14	Press	of	the executive secretary of the golf association	the golf association	the executive secretary	3	3
ba14.0103.01	Brown	1960	A14	Press	s	Arnold's iron shot from the tee	Arnold's	iron shot from the tee	1	5
ba14.0112.01	Brown	1960	A14	Press	of	the margin of that stroke	that stroke	the margin	2	2
ba14.0116.01	Brown	1960	A14	Press	s	professional football's hall of fame	professional football's	hall of fame	2	3
ba14.0119.01	Brown	1960	A14	Press	of	the problem of baseball	baseball	the problem	1	2
ba19.0001.01	Brown	1960	A19	Press	of	the total amount of its payroll	its payroll	the total amount	2	3
ba19.0005.02	Brown	1960	A19	Press	of	the salary of all officers , supervisors and other employees not belonging to unions	all officers, supervisors and other employees not belonging to unions	the salary	8	2
ba19.0008.01	Brown	1960	A19	Press	of	the salary of individual union members	individual union members	the salary	3	2
ba19.0036.02	Brown	1960	A19	Press	of	the 200 block of West Pratt Street	West Pratt Street	the 200 block	3	3
ba19.0042.01	Brown	1960	A19	Press	of	The vice president of the City Council	the City Council	The vice president	3	3
ba19.0042.02	Brown	1960	A19	Press	s	the city's snow clearing program	the city's	snow clearing program	2	3
ba19.0059.01	Brown	1960	A19	Press	s	the Dresbach's other son	the Dresbach's	other son	2	2
ba19.0062.01	Brown	1960	A19	Press	of	The description of the car	the car	The description	2	2
ba19.0066.02	Brown	1960	A19	Press	s	Maryland's Secretary of State	Maryland's	Secretary of State	1	3
ba19.0070.02	Brown	1960	A19	Press	s	the University of Maryland's College of Agriculture	the University of Maryland's	College of Agriculture	4	3
ba19.0073.01	Brown	1960	A19	Press	of	the outset of his first term	his first term	the outset	3	2
ba19.0073.04	Brown	1960	A19	Press	of	the guiding spirits of the House of Delegates	the House of Delegates	the guiding spirits	4	3
ba19.0076.02	Brown	1960	A19	Press	of	the first ten months of 1961	1961	the first ten months	1	4
ba19.0082.01	Brown	1960	A19	Press	of	vice president of a hardware manufacturing company	a hardware manufacturing company	vice president	4	2
ba20.0001.02	Brown	1960	A20	Press	s	Britain's first atomic submarine	Britain's	first atomic submarine	1	3
ba20.0005.02	Brown	1960	A20	Press	of	the reactor of the more modern American nuclear submarine Skipjack	the more modern American nuclear submarine Skipjack	the reactor	7	2
ba20.0006.01	Brown	1960	A20	Press	of	the secrets of the Dreadnought	the Dreadnought	the secrets	2	2
ba20.0018.01	Brown	1960	A20	Press	of	the first week of March	March	the first week	1	3
ba20.0026.01	Brown	1960	A20	Press	s	the British navy's chief adviser to the cabinet on underwater warfare	the British navy's	chief adviser to the cabinet on underwater warfare	3	8
ba20.0030.01	Brown	1960	A20	Press	of	the chances of their clients	their clients	the chances	2	2
ba20.0037.04	Brown	1960	A20	Press	s	the Skipjack's first arrival in British waters in August , 1959	the Skipjack's	first arrival in British waters in August , 1959	2	8
ba20.0040.03	Brown	1960	A20	Press	of	the naval reactors branch of the atomic energy commission	the atomic energy commission	the naval reactors branch	4	4
ba20.0076.02	Brown	1960	A20	Press	of	the death of her daughter	her daughter	the death	2	2
ba20.0078.01	Brown	1960	A20	Press	of	The son of a wealthy Evanston executive	a wealthy Evanston executive	The son	4	2
bg01.0001.01	Brown	1960	G01	Non-fiction	of	the chief supporters of civil rights and of integration	civil rights and of integration	the chief supporters	5	3
bg01.0002.01	Brown	1960	G01	Non-fiction	of	the direction of a welfare state	a welfare state	the direction	3	2
bg01.0005.01	Brown	1960	G01	Non-fiction	of	The nature of the opposition between liberals and Bourbons	the opposition between liberals and Bourbons	The nature	6	2
bg01.0013.01	Brown	1960	G01	Non-fiction	of	the shibboleths of their faith	their faith	the shibboleths	2	2
bg01.0013.03	Brown	1960	G01	Non-fiction	of	the world of to-day	to-day	the world	1	2
bg01.0018.02	Brown	1960	G01	Non-fiction	of	the thinking of my liberal friends	my liberal friends	the thinking	3	2
bg01.0019.01	Brown	1960	G01	Non-fiction	of	the world of to-day	to-day	the world	1	2
bg01.0022.01	Brown	1960	G01	Non-fiction	of	the rights of states	states	the rights	1	2
bg01.0023.01	Brown	1960	G01	Non-fiction	s	the Northern liberal's attitude toward the South	the Northern liberal's	attitude toward the South	3	4
bg01.0024.02	Brown	1960	G01	Non-fiction	of	the presence of Southern friends	Southern friends	the presence	2	2
bg01.0046.01	Brown	1960	G01	Non-fiction	s	the Supreme Court's decision of that year	the Supreme Court's	decision of that year	3	4
bg01.0049.01	Brown	1960	G01	Non-fiction	of	the length of the South	the South	the length	2	2
bg01.0049.02	Brown	1960	G01	Non-fiction	of	the upper limits of tidewater	tidewater	the upper limits	1	3
bg01.0050.01	Brown	1960	G01	Non-fiction	of	The long-settled areas of states like Virginia and South Carolina	states like Virginia and South Carolina	The long-settled areas	6	3
bg01.0053.01	Brown	1960	G01	Non-fiction	of	the persistent Anglophilia of the Old South	the Old South	the persistent Anglophilia	3	3
bg01.0065.02	Brown	1960	G01	Non-fiction	of	the final stages of Reconstruction	Reconstruction	the final stages	1	3
bg01.0066.01	Brown	1960	G01	Non-fiction	of	the errors of their past	their past	the errors	2	2
bg01.0068.01	Brown	1960	G01	Non-fiction	of	The situation of the South	the South	The situation	2	2
bg01.0087.01	Brown	1960	G01	Non-fiction	of	the fruits of excess egalitarianism	excess egalitarianism	the fruits	2	2
bg01.0087.05	Brown	1960	G01	Non-fiction	of	the socialistic features of the latter	the latter	the socialistic features	2	3
bg01.0088.01	Brown	1960	G01	Non-fiction	s	The South's antipathy to Northern civilization	The South's	antipathy to Northern civilization	2	4
bg01.0088.01	Brown	1960	G01	Non-fiction	s	The South's antipathy to Northern civilization	The South's	antipathy to Northern civilization	2	4
bg02.0001.01	Brown	1960	G02	Non-fiction	of	the duties of the state	the state	the duties	2	2
bg02.0002.01	Brown	1960	G02	Non-fiction	of	the loyalties of men	men	the loyalties	1	2
bg02.0006.01	Brown	1960	G02	Non-fiction	of	the interests of the Western powers	the Western powers	the interests	3	2
bg02.0007.03	Brown	1960	G02	Non-fiction	of	the social conditions of the present era	the present era	the social conditions	3	3
bg02.0011.01	Brown	1960	G02	Non-fiction	of	the Pax Britannica of the nineteenth century	the nineteenth century	the Pax Britannica	3	3
bg02.0012.02	Brown	1960	G02	Non-fiction	of	the welfare of the people within the territorial state	the people within the territorial state	the welfare	6	2
bg02.0018.01	Brown	1960	G02	Non-fiction	of	the basic nature of government	government	the basic nature	1	3
bg02.0020.03	Brown	1960	G02	Non-fiction	s	President Roosevelt's ill-starred but in effect victorious Court-packing plan	President Roosevelt's	ill-starred but in effect victorious Court-packing plan	2	7
bg02.0025.03	Brown	1960	G02	Non-fiction	of	the economic well-being of the American people	the American people	the economic well-being	3	3
bg02.0031.01	Brown	1960	G02	Non-fiction	of	That guiding principle of the Hoover Administration	the Hoover Administration	That guiding principle	3	3
bg02.0031.02	Brown	1960	G02	Non-fiction	of	the siege guns of the New Deal;	the New Deal	the siege guns	3	3
bg02.0031.04	Brown	1960	G02	Non-fiction	of	the Employment Act of 1946	1946	the Employment Act	1	3
bg02.0032.01	Brown	1960	G02	Non-fiction	of	the economic side of the constitutional revolution	the constitutional revolution	the economic side	3	3
bg02.0033.01	Brown	1960	G02	Non-fiction	of	the first important legislative victory of the Kennedy Administration	the Kennedy Administration	the first important legislative victory	3	5
bg02.0035.01	Brown	1960	G02	Non-fiction	of	the impact of the Industrial Revolution	the Industrial Revolution	the impact	3	2
bg02.0036.03	Brown	1960	G02	Non-fiction	of	the inability of individuals	individuals	the inability	1	2
bg02.0036.04	Brown	1960	G02	Non-fiction	of	the rigors of the era	the era	the rigors	2	2
bg02.0042.02	Brown	1960	G02	Non-fiction	of	the civil and political rights of the individual	the individual	the civil and political rights	2	5
bg02.0045.02	Brown	1960	G02	Non-fiction	s	a nation's external relations	a nation's	external relations	2	2
bg02.0048.01	Brown	1960	G02	Non-fiction	of	the leaders of the Western nations	the Western nations	the leaders	3	2
bg02.0048.03	Brown	1960	G02	Non-fiction	of	the viability of other friendly nations	other friendly nations	the viability	3	2
